zdbId	source
330182-5	ALEPH
331250-1	ALEPH
331259-8	ALEPH
331402-9	ALEPH
3338-8	ALEPH
33487-X	ALEPH
33914-3	ALEPH
33968-4	ALEPH
340326-9	ALEPH
3414-9	ALEPH
342270-7	ALEPH
343104-6	ALEPH
344046-1	ALEPH
344049-7	ALEPH
344050-3	ALEPH
344052-7	ALEPH
345655-9	ALEPH
347713-7	ALEPH
349351-9	ALEPH
349352-0	ALEPH
349379-9	ALEPH
350281-8	ALEPH
350547-9	ALEPH
350963-1	ALEPH
352237-4	ALEPH
352551-X	ALEPH
353709-2	ALEPH
355426-0	ALEPH
355999-3	ALEPH
3633-X	ALEPH
3687-0	ALEPH
380103-2	ALEPH
381046-X	ALEPH
381047-1	ALEPH
3813-1	ALEPH
3839-8	ALEPH
400058-4	ALEPH
400067-5	ALEPH
400092-4	ALEPH
400093-6	ALEPH
400095-X	ALEPH
400096-1	ALEPH
400098-5	ALEPH
400140-0	ALEPH
400161-8	ALEPH
400264-7	ALEPH
400266-0	ALEPH
400270-2	ALEPH
400291-X	ALEPH
400292-1	ALEPH
400327-5	ALEPH
400332-9	ALEPH
400338-X	ALEPH
400346-9	ALEPH
400354-8	ALEPH
400356-1	ALEPH
400357-3	ALEPH
400381-0	ALEPH
400385-8	ALEPH
400401-2	ALEPH
400402-4	ALEPH
400409-7	ALEPH
400421-8	ALEPH
400449-8	ALEPH
400457-7	ALEPH
400463-2	ALEPH
400469-3	ALEPH
400505-3	ALEPH
400645-8	ALEPH
400775-X	ALEPH
400836-4	ALEPH
400853-4	ALEPH
400955-1	ALEPH
40133-X	ALEPH
401332-3	ALEPH
401342-6	ALEPH
401343-8	ALEPH
401346-3	ALEPH
401450-9	ALEPH
401462-5	ALEPH
401470-4	ALEPH
401565-4	ALEPH
401761-4	ALEPH
401765-1	ALEPH
401768-7	ALEPH
401837-0	ALEPH
401924-6	ALEPH
401938-6	ALEPH
401977-5	ALEPH
401986-6	ALEPH
402000-5	ALEPH
402164-2	ALEPH
402229-4	ALEPH
402230-0	ALEPH
402232-4	ALEPH
402233-6	ALEPH
402236-1	ALEPH
402237-3	ALEPH
402273-7	ALEPH
402274-9	ALEPH
402275-0	ALEPH
402276-2	ALEPH
402277-4	ALEPH
402378-X	ALEPH
402379-1	ALEPH
402389-4	ALEPH
402390-0	ALEPH
402418-7	ALEPH
402435-7	ALEPH
402444-8	ALEPH
402507-6	ALEPH
402508-8	ALEPH
402509-X	ALEPH
402516-7	ALEPH
402518-0	ALEPH
402612-3	ALEPH
402621-4	ALEPH
402713-9	ALEPH
402855-7	ALEPH
404215-3	ALEPH
404216-5	ALEPH
404395-9	ALEPH
404688-2	ALEPH
404692-4	ALEPH
404992-5	ALEPH
404994-9	ALEPH
405434-9	ALEPH
406003-9	ALEPH
406137-8	ALEPH
406139-1	ALEPH
408191-2	ALEPH
4083-6	ALEPH
408480-9	ALEPH
40891-8	ALEPH
409434-7	ALEPH
41016-0	ALEPH
41259-4	ALEPH
41269-7	ALEPH
412973-8	ALEPH
41530-3	ALEPH
41601-0	ALEPH
428-5	ALEPH
43230-1	ALEPH
43354-8	ALEPH
43370-6	ALEPH
43406-1	ALEPH
4371-0	ALEPH
4374-6	ALEPH
43964-2	ALEPH
452-2	ALEPH
466-2	ALEPH
469-8	ALEPH
4695-4	ALEPH
471-6	ALEPH
4873-2	ALEPH
4885-9	ALEPH
500115-8	ALEPH
500248-5	ALEPH
500249-7	ALEPH
500250-3	ALEPH
500256-4	ALEPH
500258-8	ALEPH
500338-6	ALEPH
500420-2	ALEPH
500823-2	ALEPH
500824-4	ALEPH
500972-8	ALEPH
501074-3	ALEPH
501099-8	ALEPH
501101-2	ALEPH
501141-3	ALEPH
501154-1	ALEPH
501173-5	ALEPH
501199-1	ALEPH
501222-3	ALEPH
501272-7	ALEPH
501389-6	ALEPH
501431-1	ALEPH
501470-0	ALEPH
501586-8	ALEPH
501592-3	ALEPH
502187-X	ALEPH
502195-9	ALEPH
502406-7	ALEPH
502414-6	ALEPH
502415-8	ALEPH
502846-2	ALEPH
503523-5	ALEPH
504-6	ALEPH
504349-9	ALEPH
504362-1	ALEPH
504363-3	ALEPH
504440-6	ALEPH
504463-7	ALEPH
504471-6	ALEPH
504479-0	ALEPH
504494-7	ALEPH
504495-9	ALEPH
504686-5	ALEPH
504809-6	ALEPH
504858-8	ALEPH
504989-1	ALEPH
505-8	ALEPH
505026-1	ALEPH
505027-3	ALEPH
505292-0	ALEPH
505748-6	ALEPH
505756-5	ALEPH
505764-4	ALEPH
505787-5	ALEPH
506087-4	ALEPH
506088-6	ALEPH
506167-2	ALEPH
506284-6	ALEPH
506435-1	ALEPH
506460-0	ALEPH
506730-3	ALEPH
506731-5	ALEPH
506732-7	ALEPH
506733-9	ALEPH
506804-6	ALEPH
506955-5	ALEPH
506998-1	ALEPH
507054-5	ALEPH
507312-1	ALEPH
507321-2	ALEPH
507704-7	ALEPH
507722-9	ALEPH
507725-4	ALEPH
507929-9	ALEPH
507963-9	ALEPH
507964-0	ALEPH
509001-5	ALEPH
510196-7	ALEPH
510205-4	ALEPH
510208-X	ALEPH
510209-1	ALEPH
510300-9	ALEPH
510303-4	ALEPH
510304-6	ALEPH
510309-5	ALEPH
510331-9	ALEPH
510361-7	ALEPH
510463-4	ALEPH
511049-X	ALEPH
511050-6	ALEPH
511051-8	ALEPH
511052-X	ALEPH
511524-3	ALEPH
511688-0	ALEPH
511696-X	ALEPH
511909-1	ALEPH
512063-9	ALEPH
512100-0	ALEPH
512116-4	ALEPH
512124-3	ALEPH
512307-0	ALEPH
512308-2	ALEPH
512484-0	ALEPH
512882-1	ALEPH
512953-9	ALEPH
512956-4	ALEPH
513042-6	ALEPH
513091-8	ALEPH
513093-1	ALEPH
513569-2	ALEPH
513652-0	ALEPH
513709-3	ALEPH
513717-2	ALEPH
513863-2	ALEPH
513864-4	ALEPH
513873-5	ALEPH
513874-7	ALEPH
513875-9	ALEPH
514255-6	ALEPH
514273-8	ALEPH
514548-X	ALEPH
514556-9	ALEPH
514564-8	ALEPH
514631-8	ALEPH
514632-X	ALEPH
514740-2	ALEPH
514921-6	ALEPH
514938-1	ALEPH
514961-7	ALEPH
514962-9	ALEPH
515049-8	ALEPH
515050-4	ALEPH
515051-6	ALEPH
515052-8	ALEPH
515663-4	ALEPH
515849-7	ALEPH
5160-3	ALEPH
516714-0	ALEPH
516766-8	ALEPH
5170-6	ALEPH
517305-X	ALEPH
517313-9	ALEPH
517315-2	ALEPH
517331-0	ALEPH
517723-6	ALEPH
517743-1	ALEPH
517753-4	ALEPH
517767-4	ALEPH
517775-3	ALEPH
517893-9	ALEPH
518013-2	ALEPH
518140-9	ALEPH
518429-0	ALEPH
518613-4	ALEPH
518851-9	ALEPH
519153-1	ALEPH
519491-X	ALEPH
519726-0	ALEPH
519938-4	ALEPH
520034-9	ALEPH
520092-1	ALEPH
520098-2	ALEPH
520371-5	ALEPH
520529-3	ALEPH
520689-3	ALEPH
520690-X	ALEPH
520691-1	ALEPH
521076-8	ALEPH
521091-4	ALEPH
521278-9	ALEPH
521405-1	ALEPH
521515-8	ALEPH
521673-4	ALEPH
521701-5	ALEPH
521712-X	ALEPH
525131-X	ALEPH
525187-4	ALEPH
525444-9	ALEPH
525584-3	ALEPH
527-7	ALEPH
527038-8	ALEPH
527293-2	ALEPH
527500-3	ALEPH
527506-4	ALEPH
527679-2	ALEPH
527695-0	ALEPH
527806-5	ALEPH
527868-5	ALEPH
527870-3	ALEPH
528076-X	ALEPH
528263-9	ALEPH
528264-0	ALEPH
528326-7	ALEPH
528864-2	ALEPH
529142-2	ALEPH
529162-8	ALEPH
529404-6	ALEPH
529487-3	ALEPH
529578-6	ALEPH
529654-7	ALEPH
529682-1	ALEPH
529764-3	ALEPH
529772-2	ALEPH
530054-X	ALEPH
530069-1	ALEPH
530073-3	ALEPH
530105-1	ALEPH
530153-1	ALEPH
530733-8	ALEPH
531064-7	ALEPH
5314-4	ALEPH
531442-2	ALEPH
531450-1	ALEPH
531518-9	ALEPH
531691-1	ALEPH
531796-4	ALEPH
531942-0	ALEPH
532125-6	ALEPH
532303-4	ALEPH
532398-8	ALEPH
532547-X	ALEPH
532706-4	ALEPH
532956-5	ALEPH
532978-4	ALEPH
533102-X	ALEPH
533272-2	ALEPH
533536-X	ALEPH
534023-8	ALEPH
534067-6	ALEPH
534147-4	ALEPH
534173-5	ALEPH
534297-1	ALEPH
534742-7	ALEPH
534858-4	ALEPH
535895-4	ALEPH
536031-6	ALEPH
536392-5	ALEPH
536444-9	ALEPH
536586-7	ALEPH
537081-4	ALEPH
537296-3	ALEPH
537311-6	ALEPH
537700-6	ALEPH
538343-2	ALEPH
538391-2	ALEPH
538405-9	ALEPH
538780-2	ALEPH
538782-6	ALEPH
538866-1	ALEPH
538883-1	ALEPH
538884-3	ALEPH
538890-9	ALEPH
538891-0	ALEPH
538904-5	ALEPH
538921-5	ALEPH
539039-4	ALEPH
539129-5	ALEPH
539277-9	ALEPH
539365-6	ALEPH
539371-1	ALEPH
539373-5	ALEPH
539439-9	ALEPH
539539-2	ALEPH
539850-2	ALEPH
540262-1	ALEPH
540264-5	ALEPH
540569-5	ALEPH
540572-5	ALEPH
540574-9	ALEPH
540576-2	ALEPH
540586-5	ALEPH
540992-5	ALEPH
541116-6	ALEPH
541217-1	ALEPH
541218-3	ALEPH
541850-1	ALEPH
542096-9	ALEPH
542100-7	ALEPH
542101-9	ALEPH
542102-0	ALEPH
542103-2	ALEPH
542104-4	ALEPH
542105-6	ALEPH
542138-X	ALEPH
542460-4	ALEPH
542492-6	ALEPH
542495-1	ALEPH
542519-0	ALEPH
542587-6	ALEPH
542756-3	ALEPH
542787-3	ALEPH
542966-3	ALEPH
543602-3	ALEPH
543603-5	ALEPH
543782-9	ALEPH
544318-0	ALEPH
544395-7	ALEPH
544397-0	ALEPH
544880-3	ALEPH
544881-5	ALEPH
545561-3	ALEPH
545592-3	ALEPH
545653-8	ALEPH
545688-5	ALEPH
545689-7	ALEPH
545716-6	ALEPH
545798-1	ALEPH
545843-2	ALEPH
546013-X	ALEPH
546313-0	ALEPH
5465-3	ALEPH
546582-5	ALEPH
546658-1	ALEPH
5471-9	ALEPH
547260-X	ALEPH
547267-2	ALEPH
547390-1	ALEPH
547525-9	ALEPH
547771-2	ALEPH
548314-1	ALEPH
548701-8	ALEPH
549321-3	ALEPH
550219-6	ALEPH
550362-0	ALEPH
550393-0	ALEPH
550899-X	ALEPH
551094-6	ALEPH
551264-5	ALEPH
551632-8	ALEPH
551702-3	ALEPH
551951-2	ALEPH
552039-3	ALEPH
552040-X	ALEPH
552741-7	ALEPH
552742-9	ALEPH
552790-9	ALEPH
552901-3	ALEPH
552994-3	ALEPH
553289-9	ALEPH
553337-5	ALEPH
553644-3	ALEPH
554718-0	ALEPH
554748-9	ALEPH
554750-7	ALEPH
554944-9	ALEPH
555657-0	ALEPH
556-3	ALEPH
5568-2	ALEPH
557075-X	ALEPH
557077-3	ALEPH
557078-5	ALEPH
557179-0	ALEPH
557441-9	ALEPH
558114-X	ALEPH
558402-4	ALEPH
558427-9	ALEPH
558439-5	ALEPH
558550-8	ALEPH
558590-9	ALEPH
558591-0	ALEPH
558595-8	ALEPH
558751-7	ALEPH
558752-9	ALEPH
558753-0	ALEPH
558995-2	ALEPH
559000-0	ALEPH
560378-X	ALEPH
560514-3	ALEPH
560546-5	ALEPH
560721-8	ALEPH
560764-4	ALEPH
560765-6	ALEPH
560766-8	ALEPH
560780-2	ALEPH
560842-9	ALEPH
561103-9	ALEPH
561182-9	ALEPH
561221-4	ALEPH
561222-6	ALEPH
561251-2	ALEPH
561258-5	ALEPH
561354-1	ALEPH
561533-1	ALEPH
561549-5	ALEPH
561735-2	ALEPH
561910-5	ALEPH
561911-7	ALEPH
562536-1	ALEPH
562632-8	ALEPH
562963-9	ALEPH
563415-5	ALEPH
563738-7	ALEPH
564101-9	ALEPH
564186-X	ALEPH
564188-3	ALEPH
564307-7	ALEPH
565349-6	ALEPH
565576-6	ALEPH
565790-8	ALEPH
566173-0	ALEPH
566174-2	ALEPH
566187-0	ALEPH
566271-0	ALEPH
566313-1	ALEPH
566616-8	ALEPH
566794-X	ALEPH
568143-1	ALEPH
568368-3	ALEPH
568370-1	ALEPH
568943-0	ALEPH
569124-2	ALEPH
569203-9	ALEPH
569565-X	ALEPH
569566-1	ALEPH
569846-7	ALEPH
570410-8	ALEPH
570429-7	ALEPH
570855-2	ALEPH
571009-1	ALEPH
571692-5	ALEPH
571693-7	ALEPH
572038-2	ALEPH
572580-X	ALEPH
572583-5	ALEPH
572730-3	ALEPH
572915-4	ALEPH
572962-2	ALEPH
573512-9	ALEPH
573518-X	ALEPH
574028-9	ALEPH
574206-7	ALEPH
574261-4	ALEPH
574262-6	ALEPH
574269-9	ALEPH
574706-5	ALEPH
574715-6	ALEPH
575198-6	ALEPH
575259-0	ALEPH
575664-9	ALEPH
576026-4	ALEPH
576406-3	ALEPH
576413-0	ALEPH
576417-8	ALEPH
576418-X	ALEPH
576419-1	ALEPH
576420-8	ALEPH
576753-2	ALEPH
576754-4	ALEPH
577065-8	ALEPH
577105-5	ALEPH
577165-1	ALEPH
577255-2	ALEPH
577395-7	ALEPH
577396-9	ALEPH
577424-X	ALEPH
577425-1	ALEPH
577522-X	ALEPH
578070-6	ALEPH
578125-5	ALEPH
578440-2	ALEPH
578601-0	ALEPH
578603-4	ALEPH
578605-8	ALEPH
579210-1	ALEPH
579211-3	ALEPH
579290-3	ALEPH
579405-5	ALEPH
579670-2	ALEPH
579965-X	ALEPH
579966-1	ALEPH
579967-3	ALEPH
580016-X	ALEPH
580689-6	ALEPH
580976-9	ALEPH
580977-0	ALEPH
580978-2	ALEPH
581097-8	ALEPH
582625-1	ALEPH
582640-8	ALEPH
582772-3	ALEPH
584013-2	ALEPH
584562-2	ALEPH
586396-X	ALEPH
586484-7	ALEPH
590518-7	ALEPH
590619-2	ALEPH
590627-1	ALEPH
595973-1	ALEPH
597568-2	ALEPH
599188-2	ALEPH
600259-6	ALEPH
600511-1	ALEPH
600713-2	ALEPH
600955-4	ALEPH
602659-X	ALEPH
602852-4	ALEPH
602874-3	ALEPH
606635-5	ALEPH
606636-7	ALEPH
607056-5	ALEPH
607222-7	ALEPH
607320-7	ALEPH
607345-1	ALEPH
607505-8	ALEPH
608020-0	ALEPH
608045-5	ALEPH
608106-X	ALEPH
608177-0	ALEPH
608178-2	ALEPH
608288-9	ALEPH
608441-2	ALEPH
608442-4	ALEPH
608463-1	ALEPH
608612-3	ALEPH
608767-X	ALEPH
609146-5	ALEPH
609235-4	ALEPH
609244-5	ALEPH
609252-4	ALEPH
609293-7	ALEPH
609510-0	ALEPH
609583-5	ALEPH
609756-X	ALEPH
609825-3	ALEPH
609867-8	ALEPH
609905-1	ALEPH
609913-0	ALEPH
610044-2	ALEPH
610289-X	ALEPH
610309-1	ALEPH
610437-X	ALEPH
610559-2	ALEPH
610889-1	ALEPH
610900-7	ALEPH
611064-2	ALEPH
611066-6	ALEPH
611177-4	ALEPH
611255-9	ALEPH
611668-1	ALEPH
611723-5	ALEPH
611739-9	ALEPH
612134-2	ALEPH
612224-3	ALEPH
612225-5	ALEPH
612235-8	ALEPH
612312-0	ALEPH
612399-5	ALEPH
612414-8	ALEPH
612599-2	ALEPH
612751-4	ALEPH
613167-0	ALEPH
613343-5	ALEPH
613412-9	ALEPH
613802-0	ALEPH
613987-5	ALEPH
614034-8	ALEPH
614340-4	ALEPH
614613-2	ALEPH
614683-1	ALEPH
614970-4	ALEPH
615051-2	ALEPH
615265-X	ALEPH
615533-9	ALEPH
615546-7	ALEPH
615548-0	ALEPH
615569-8	ALEPH
615711-7	ALEPH
615751-8	ALEPH
615874-2	ALEPH
615875-4	ALEPH
615888-2	ALEPH
616283-6	ALEPH
616959-4	ALEPH
616960-0	ALEPH
619117-4	ALEPH
619120-4	ALEPH
619144-7	ALEPH
619166-6	ALEPH
619176-9	ALEPH
619183-6	ALEPH
619186-1	ALEPH
619212-9	ALEPH
619227-0	ALEPH
619327-4	ALEPH
619336-5	ALEPH
619382-1	ALEPH
619409-6	ALEPH
619435-7	ALEPH
619462-X	ALEPH
619472-2	ALEPH
620116-7	ALEPH
622585-8	ALEPH
622638-3	ALEPH
622659-0	ALEPH
622869-0	ALEPH
622999-2	ALEPH
624680-1	ALEPH
6250-9	ALEPH
627853-X	ALEPH
627949-1	ALEPH
628341-X	ALEPH
628681-1	ALEPH
629156-9	ALEPH
630066-2	ALEPH
630212-9	ALEPH
630213-0	ALEPH
630649-4	ALEPH
630650-0	ALEPH
630901-X	ALEPH
630935-5	ALEPH
631766-2	ALEPH
631924-5	ALEPH
633097-6	ALEPH
633110-5	ALEPH
633445-3	ALEPH
633464-7	ALEPH
634021-0	ALEPH
634083-0	ALEPH
634565-7	ALEPH
634589-X	ALEPH
634607-8	ALEPH
6348-4	ALEPH
634871-3	ALEPH
634974-2	ALEPH
6358-7	ALEPH
636025-7	ALEPH
636027-0	ALEPH
6363-0	ALEPH
636455-X	ALEPH
636481-0	ALEPH
636765-3	ALEPH
637533-9	ALEPH
6376-9	ALEPH
638241-1	ALEPH
638260-5	ALEPH
638315-4	ALEPH
638323-3	ALEPH
638357-9	ALEPH
638358-0	ALEPH
638363-4	ALEPH
638566-7	ALEPH
638572-2	ALEPH
638639-8	ALEPH
638673-8	ALEPH
638956-9	ALEPH
640205-7	ALEPH
640217-3	ALEPH
641060-1	ALEPH
641063-7	ALEPH
641065-0	ALEPH
641119-8	ALEPH
641320-1	ALEPH
641737-1	ALEPH
641840-5	ALEPH
642798-4	ALEPH
643056-9	ALEPH
643268-2	ALEPH
643538-5	ALEPH
643593-2	ALEPH
643669-9	ALEPH
643720-5	ALEPH
643724-2	ALEPH
643725-4	ALEPH
643727-8	ALEPH
643731-X	ALEPH
644342-4	ALEPH
644343-6	ALEPH
645525-6	ALEPH
646253-4	ALEPH
646264-9	ALEPH
646267-4	ALEPH
646649-7	ALEPH
6469-5	ALEPH
648-8	ALEPH
648020-2	ALEPH
649482-1	ALEPH
649516-3	ALEPH
649522-9	ALEPH
649523-0	ALEPH
6552-3	ALEPH
6553-5	ALEPH
6554-7	ALEPH
6618-7	ALEPH
6752-0	ALEPH
676-2	ALEPH
704-3	ALEPH
715142-1	ALEPH
715149-4	ALEPH
715150-0	ALEPH
715195-0	ALEPH
715274-7	ALEPH
715483-5	ALEPH
715484-7	ALEPH
715543-8	ALEPH
715635-2	ALEPH
715637-6	ALEPH
715639-X	ALEPH
715670-4	ALEPH
715720-4	ALEPH
715721-6	ALEPH
715722-8	ALEPH
715847-6	ALEPH
715848-8	ALEPH
715880-4	ALEPH
715881-6	ALEPH
715928-6	ALEPH
715981-X	ALEPH
716066-5	ALEPH
716101-3	ALEPH
716296-0	ALEPH
716350-2	ALEPH
716351-4	ALEPH
716353-8	ALEPH
716410-5	ALEPH
716411-7	ALEPH
716423-3	ALEPH
716565-1	ALEPH
716712-X	ALEPH
716723-4	ALEPH
716731-3	ALEPH
716957-7	ALEPH
717284-9	ALEPH
717531-0	ALEPH
717533-4	ALEPH
717714-8	ALEPH
717821-9	ALEPH
718493-1	ALEPH
718495-5	ALEPH
718534-0	ALEPH
718535-2	ALEPH
718536-4	ALEPH
718538-8	ALEPH
718616-2	ALEPH
718974-6	ALEPH
719102-9	ALEPH
719279-4	ALEPH
719551-5	ALEPH
719606-4	ALEPH
720009-2	ALEPH
720044-4	ALEPH
720599-5	ALEPH
720878-9	ALEPH
721238-0	ALEPH
721382-7	ALEPH
721631-2	ALEPH
721965-9	ALEPH
722050-9	ALEPH
722072-8	ALEPH
722603-2	ALEPH
722943-4	ALEPH
726-2	ALEPH
7371-4	ALEPH
7385-4	ALEPH
740232-6	ALEPH
7404-4	ALEPH
740471-2	ALEPH
741644-1	ALEPH
741995-8	ALEPH
748409-4	ALEPH
748411-2	ALEPH
748785-X	ALEPH
749159-1	ALEPH
749429-4	ALEPH
749618-7	ALEPH
7529-2	ALEPH
775719-0	ALEPH
775732-3	ALEPH
776113-2	ALEPH
776545-9	ALEPH
793117-7	ALEPH
795220-X	ALEPH
795350-1	ALEPH
796009-8	ALEPH
796195-9	ALEPH
796336-1	ALEPH
796344-0	ALEPH
796822-X	ALEPH
796890-5	ALEPH
797105-9	ALEPH
797399-8	ALEPH
797500-4	ALEPH
797807-8	ALEPH
798111-9	ALEPH
798177-6	ALEPH
798291-4	ALEPH
798363-3	ALEPH
798365-7	ALEPH
799785-1	ALEPH
801837-6	ALEPH
802865-5	ALEPH
803833-8	ALEPH
804313-9	ALEPH
804314-0	ALEPH
807137-8	ALEPH
809-6	ALEPH
820250-3	ALEPH
821-7	ALEPH
824-2	ALEPH
824620-8	ALEPH
83036-7	ALEPH
83060-4	ALEPH
831006-3	ALEPH
831007-5	ALEPH
83593-6	ALEPH
840272-3	ALEPH
841280-7	ALEPH
841281-9	ALEPH
84237-0	ALEPH
84287-4	ALEPH
847532-5	ALEPH
849562-2	ALEPH
85116-4	ALEPH
855235-6	ALEPH
857385-2	ALEPH
85951-5	ALEPH
868824-2	ALEPH
87334-2	ALEPH
874-6	ALEPH
875-8	ALEPH
880027-3	ALEPH
880647-0	ALEPH
881145-3	ALEPH
88517-4	ALEPH
890338-4	ALEPH
89236-1	ALEPH
90453-3	ALEPH
90852-6	ALEPH
915751-7	ALEPH
918177-5	ALEPH
919537-3	ALEPH
920485-4	ALEPH
93411-2	ALEPH
93519-0	ALEPH
93914-6	ALEPH
9493-6	ALEPH
950395-X	ALEPH
950829-6	ALEPH
951196-9	ALEPH
952991-3	ALEPH
954231-0	ALEPH
955625-4	ALEPH
956096-8	ALEPH
956168-7	ALEPH
956570-X	ALEPH
957765-8	ALEPH
958155-8	ALEPH
958537-0	ALEPH
959277-5	ALEPH
96044-5	ALEPH
961088-1	ALEPH
961282-8	ALEPH
961283-X	ALEPH
961373-0	ALEPH
962156-8	ALEPH
962505-7	ALEPH
964635-8	ALEPH
966415-4	ALEPH
967617-X	ALEPH
968729-4	ALEPH
969052-9	ALEPH
969204-6	ALEPH
974804-0	ALEPH
974839-8	ALEPH
975030-7	ALEPH
976457-4	ALEPH
977569-9	ALEPH
979001-9	ALEPH
979061-5	ALEPH
979281-8	ALEPH
980458-4	ALEPH
981945-9	ALEPH
983740-1	ALEPH
983741-3	ALEPH
984424-7	ALEPH
985363-7	ALEPH
986713-2	ALEPH
987406-9	ALEPH
987451-3	ALEPH
987468-9	ALEPH
988308-3	ALEPH
988949-8	ALEPH
989-1	ALEPH
990774-9	ALEPH
991437-7	ALEPH
991478-X	ALEPH
991538-2	ALEPH
996383-2	ALEPH
996389-3	ALEPH
996973-1	ALEPH
998441-0	ALEPH
999837-8	ALEPH
	ALEPH